id,title,concept_id,page,icon,component_name,toc_location,lesson_id,cms_activity_id,cms_revision_id,toc_location_rank,concept_id,concept_rank,points_possible
13030,"<span lang=""en-US"">The Spanish alphabet</span>",214800000,,,Tutorials,214800000,198,,90013030,24,214800000,24,12
3141,"<span lang=""en-US"">The Spanish alphabet</span>",214800000,,,Practice,214800000,198,,90003141,25,214800000,25,12
47631,"<span lang=""en-US"">The Spanish alphabet</span>",214800000,,,Lab Manual,214800000,198,,90047631,26,214800000,26,12
50347,1 - El alfabeto,214800000,,microphone.gif,Lab Manual,214800000,198,,90050347,27,214800000,27,12
50324,2 - Práctica,214800000,,microphone.gif,Lab Manual,214800000,198,,90050324,28,214800000,28,12
47563,3 - Dictado,214800000,,audio.gif,Lab Manual,214800000,198,,90047563,29,214800000,29,12
11507,"<span lang=""en-US""></span><i> ¡Todos a bordo!</i>",2147,,,Practice,2147,198,,90011507,30,2147,30,12
47418,Completar,214700000,8,textbook.gif,Practice,214700000,198,,90047418,31,214700000,31,12
37708,¿Cierto o falso?,214700000,9,textbook.gif,Practice,214700000,198,,90037708,32,214700000,32,12
9262,Ahora dilo tú,214700000,,video.gif,Practice,214700000,198,,90009262,33,214700000,33,12
32574,1 - ¿Qué tal?,214700000,,,Video Manual,214700000,198,,90032574,34,214700000,34,12
29129,2 - Completar,214700000,,video.gif,Video Manual,214700000,198,,90029129,35,214700000,35,12
12006,3 - ¿De dónde son?,214700000,,video.gif,Video Manual,214700000,198,,90012006,36,214700000,36,12
12008,4 - ¿Quién?,214700000,,,Video Manual,214700000,198,,90012008,37,214700000,37,12
38325,5 - Hola...,214700000,,,Video Manual,214700000,198,,90038325,38,214700000,38,12
12397,6 - En la clase,214700000,,,Video Manual,214700000,198,,90012397,39,214700000,39,12
37709,¿Cierto o falso?,215000000,10,textbook.gif,Practice,215000000,198,,90037709,40,215000000,40,12
47420,Saludos,215000000,,,Practice,215000000,198,,90047420,41,215000000,41,12
50136,Las Ramblas: el bulevar de los cafés,215000000,,,Practice,215000000,198,,90050136,42,215000000,42,12
11821,¿Cierto o falso?,215000000,,,Practice,215000000,198,,90011821,43,215000000,43,12
47422,Conexión Internet,215000000,11,web.gif,Practice,215000000,198,,90047422,44,215000000,44,12
47427,Vocabulario,215000000,,,Practice,215000000,198,,90047427,45,215000000,45,12
30688,Encuentros en la plaza,215000000,,,Practice,215000000,198,,90030688,46,215000000,46,12
37714,Identificar,215000000,11,textbook.gif,Practice,215000000,198,,90037714,47,215000000,47,12
33574,Elegir,215000000,,,Practice,215000000,198,,90033574,48,215000000,48,12
28895,Nouns and articles,215201523,,,Tutorials,215201523,198,,90028895,49,215201523,49,12
13032,¿Singular o plural?,215201523,,,Tutorials,215201523,198,,90013032,50,215201523,50,12
40018,¡Manos a la obra!,2152,13,textbook.gif,Practice,2152,198,,90040018,51,2152,51,12
37716,¿Femenino o masculino?,215201523,12,textbook.gif,Practice,215201523,198,,90037716,52,215201523,52,12
3900,Correspondencias,215201523,,,Practice,215201523,198,,90003900,53,215201523,53,12
37720,¿Singular o plural?,215201523,,,Practice,215201523,198,,90037720,54,215201523,54,12
37721,Hola,215201523,,,Practice,215201523,198,,90037721,55,215201523,55,12
11677,1 - ¿Masculino o femenino?,215201523,,,Workbook,215201523,198,,90011677,56,215201523,56,12
11678,"2 - ¿El, la, los o las?",215201523,,,Workbook,215201523,198,,90011678,57,215201523,57,12
49761,3 - Singular y plural,215201523,,,Workbook,215201523,198,,90049761,58,215201523,58,12
30911,4 - Las cosas,215201523,,,Workbook,215201523,198,,90030911,59,215201523,59,12
48325,1 - Identificar,215201523,,audio.gif,Lab Manual,215201523,198,,90048325,60,215201523,60,12
50323,2 - Transformar,215201523,,microphone.gif,Lab Manual,215201523,198,,90050323,61,215201523,61,12
50326,3 - Cambiar,215201523,,microphone.gif,Lab Manual,215201523,198,,90050326,62,215201523,62,12
12020,4 - Completar,215201523,,audio.gif,Lab Manual,215201523,198,,90012020,63,215201523,63,12
28896,Numbers 0&ndash;30,215201524,,,Tutorials,215201524,198,,90028896,64,215201524,64,12
13034,Contar cosas y personas,215201524,,,Tutorials,215201524,198,,90013034,65,215201524,65,12
45353,¿Cuántas hay?,215201524,,,Practice,215201524,198,,90045353,66,215201524,66,12
37729,Escoger,215201524,,,Practice,215201524,198,,90037729,67,215201524,67,12
37727,Contar,215201524,,,Practice,215201524,198,,90037727,68,215201524,68,12
38450,1 - Los números,215201524,,,Workbook,215201524,198,,90038450,69,215201524,69,12
11980,2 - ¿Cuántos hay?,215201524,,,Workbook,215201524,198,,90011980,70,215201524,70,12
48249,1 - Identificar,215201524,,audio.gif,Lab Manual,215201524,198,,90048249,71,215201524,71,12
44231,2 - Números,215201524,,microphone.gif,Lab Manual,215201524,198,,90044231,72,215201524,72,12
12024,3 - Completar,215201524,,audio.gif,Lab Manual,215201524,198,,90012024,73,215201524,73,12
50328,4 - Preguntas,215201524,,microphone.gif,Lab Manual,215201524,198,,90050328,74,215201524,74,12
28897,Present tense of <b><i>ser</i></b>,215201525,,,Tutorials,215201525,198,,90028897,75,215201525,75,12
40023,¡Manos a la obra!,215201525,17,textbook.gif,Practice,215201525,198,,90040023,76,215201525,76,12
44891,¿Qué es?,215201525,16,textbook.gif,Practice,215201525,198,,90044891,77,215201525,77,12
4053,Escoger,215201525,,,Practice,215201525,198,,90004053,78,215201525,78,12
3905,Completar,215201525,,,Practice,215201525,198,,90003905,79,215201525,79,12
37736,Completar,215201525,,,Practice,215201525,198,,90037736,80,215201525,80,12
47598,1 - Los pronombres,215201525,,,Workbook,215201525,198,,90047598,81,215201525,81,12
37786,2 - Completar,215201525,,,Workbook,215201525,198,,90037786,82,215201525,82,12
38452,4 - ¿De quién es?,215201525,,,Workbook,215201525,198,,90038452,83,215201525,83,12
49764,5 - ¿De dónde son?,215201525,,,Workbook,215201525,198,,90049764,84,215201525,84,12
37793,6 - ¡Pregunta!,215201525,,,Workbook,215201525,198,,90037793,85,215201525,85,12
12030,1 - Identificar,215201525,,audio.gif,Lab Manual,215201525,198,,90012030,86,215201525,86,12
50333,2 - Cambiar,215201525,,microphone.gif,Lab Manual,215201525,198,,90050333,87,215201525,87,12
11402,3 - Escoger,215201525,,audio.gif,Lab Manual,215201525,198,,90011402,88,215201525,88,12
44234,4 - Preguntas,215201525,,microphone.gif,Lab Manual,215201525,198,,90044234,89,215201525,89,12
44236,5 - ¿Quiénes son?,215201525,,audio.gif,Lab Manual,215201525,198,,90044236,90,215201525,90,12
28898,Telling time,215201526,,,Tutorials,215201526,198,,90028898,91,215201526,91,12
13036,¿Qué hora es?,215201526,,,Tutorials,215201526,198,,90013036,92,215201526,92,12
40026,¡Manos a la obra!,215201526,19,textbook.gif,Practice,215201526,198,,90040026,93,215201526,93,12
37738,Emparejar,215201526,18,textbook.gif,Practice,215201526,198,,90037738,94,215201526,94,12
10622,El horario de clase,215201526,,,Practice,215201526,198,,90010622,95,215201526,95,12
37740,Escoger,215201526,,,Practice,215201526,198,,90037740,96,215201526,96,12
12064,Más práctica,215201526,,,Practice,215201526,198,,90012064,97,215201526,97,12
32017,1 - La hora,215201526,,,Workbook,215201526,198,,90032017,98,215201526,98,12
37795,2 - ¿Qué hora es?,215201526,,,Workbook,215201526,198,,90037795,99,215201526,99,12
47609,3 - El día de Marta,215201526,,,Workbook,215201526,198,,90047609,100,215201526,100,12
11803,1 - La hora,215201526,,audio.gif,Lab Manual,215201526,198,,90011803,101,215201526,101,12
44237,2 - Preguntas,215201526,,microphone.gif,Lab Manual,215201526,198,,90044237,102,215201526,102,12
44238,3 - ¿A qué hora?,215201526,,microphone.gif,Lab Manual,215201526,198,,90044238,103,215201526,103,12
44332,Directorio telefónico de Laura Rivas León,215300000,,,Practice,215300000,198,,90044332,104,215300000,104,12
39658,¿Comprendiste?,215300000,25,textbook.gif,Practice,215300000,198,,90039658,105,215300000,105,12
47475,Tu directorio,215300000,,,Practice,215300000,198,,90047475,106,215300000,106,12
52858,Teléfonos importantes,215300000,,,Practice,215300000,198,,90052858,107,215300000,107,12
48675,¿Cierto o falso?,215300000,,,Practice,215300000,198,,90048675,108,215300000,108,12
51635,"Hola, ¿qué tal?",215600000,26,,Practice,215600000,198,,90051635,109,215600000,109,12
26736,"Hola, ¿qué tal?",215600000,,,Lab Manual,215600000,198,,90026736,110,215600000,110,12
38402,1 - Vos,215100000,,,Video Manual,215100000,198,,90038402,111,215100000,111,12
47634,2 - ¡En español!,215100000,,,Video Manual,215100000,198,,90047634,112,215100000,112,12
49418,3 - Completar,215100000,,video.gif,Video Manual,215100000,198,,90049418,113,215100000,113,12
39666,4 - Ordenar,215100000,,,Video Manual,215100000,198,,90039666,114,215100000,114,12
39668,5 - ¿Quién?,215100000,,,Video Manual,215100000,198,,90039668,115,215100000,115,12
39670,6 - ¡Cuánto tiempo!,215100000,,,Video Manual,215100000,198,,90039670,116,215100000,116,12
39672,7 - Encuentros en la plaza,215100000,,,Video Manual,215100000,198,,90039672,117,215100000,117,12
29854,Flashcards,215700000,,,Tutorials,215700000,199,,90029854,118,215700000,118,12
12721,Tutorial 1,215700000,,,Tutorials,215700000,199,,90012721,119,215700000,119,12
12722,Tutorial 2,215700000,,,Tutorials,215700000,199,,90012722,120,215700000,120,12
12723,Tutorial 3,215700000,,,Tutorials,215700000,199,,90012723,121,215700000,121,12
55222,En la clase,215700000,,audio.gif,Tutorials,215700000,199,,90055222,122,215700000,122,12
55226,Emparejar,215700000,,,Tutorials,215700000,199,,90055226,123,215700000,123,12
13013,Los días de la semana,215700000,,,Tutorials,215700000,199,,90013013,124,215700000,124,12
38403,En la clase,215700000,,,Practice,215700000,199,,90038403,125,215700000,125,12
36307,Escuchar,215700000,30,textbook_audio.gif,Practice,215700000,199,,90036307,126,215700000,126,12
49961,Mis clases,215700000,30,textbook_audio.gif,Practice,215700000,199,,90049961,127,215700000,127,12
38405,Clasificar,215700000,31,textbook.gif,Practice,215700000,199,,90038405,128,215700000,128,12
10389,Completar,215700000,,,Practice,215700000,199,,90010389,129,215700000,129,12
10373,Escoger,215700000,,,Practice,215700000,199,,90010373,130,215700000,130,12
39476,<b>Repaso</b>,215700000,,,Practice,215700000,199,,90039476,131,215700000,131,12
11832,Más práctica,215700000,,,Practice,215700000,199,,90011832,132,215700000,132,12
38596,1 - Categorías,215700000,,,Workbook,215700000,199,,90038596,133,215700000,133,12
47726,"2 - Buscar (<span lang=""en-US""><i>To search</i></span>)",215700000,,,Workbook,215700000,199,,90047726,134,215700000,134,12
11712,3 - El calendario,215700000,,,Workbook,215700000,199,,90011712,135,215700000,135,12
38600,4 - Completar,215700000,,,Workbook,215700000,199,,90038600,136,215700000,136,12
47646,1 - Identificar,215700000,7,audio.gif,Lab Manual,215700000,199,,90047646,137,215700000,137,12
50334,2 - ¿Qué día es?,215700000,,microphone.gif,Lab Manual,215700000,199,,90050334,138,215700000,138,12
50335,3 - Preguntas,215700000,,microphone.gif,Lab Manual,215700000,199,,90050335,139,215700000,139,12
13015,"<span lang=""en-US"">Spanish vowels</span>",215900000,,,Tutorials,215900000,199,,90013015,140,215900000,140,12
10781,"<span lang=""en-US"">Spanish vowels</span>",215900000,,,Practice,215900000,199,,90010781,141,215900000,141,12
26735,"<span lang=""en-US"">Spanish vowels</span>",215900000,,,Lab Manual,215900000,199,,90026735,142,215900000,142,12
50349,1 - Práctica,215900000,,microphone.gif,Lab Manual,215900000,199,,90050349,143,215900000,143,12
50351,2 - Oraciones,215900000,,microphone.gif,Lab Manual,215900000,199,,90050351,144,215900000,144,12
50358,3 - Refranes,215900000,,microphone.gif,Lab Manual,215900000,199,,90050358,145,215900000,145,12
48379,4 - Dictado,215900000,,audio.gif,Lab Manual,215900000,199,,90048379,146,215900000,146,12
28446,<i>¿Qué clases tomas?</i>,215800000,,,Practice,215800000,199,,90028446,147,215800000,147,12
38407,¿Quién?,215800000,34,textbook.gif,Practice,215800000,199,,90038407,148,215800000,148,12
38411,Completar,215800000,34,textbook.gif,Practice,215800000,199,,90038411,149,215800000,149,12
9299,Ahora dilo tú,215800000,,video.gif,Practice,215800000,199,,90009299,150,215800000,150,12
38698,1 - Impresiones,215800000,,,Video Manual,215800000,199,,90038698,151,215800000,151,12
12766,2 - ¿Quién y a quién?,215800000,,video.gif,Video Manual,215800000,199,,90012766,152,215800000,152,12
12401,3 - En la UNAM,215800000,,video.gif,Video Manual,215800000,199,,90012401,153,215800000,153,12
46542,4 - Asociar,215800000,,,Video Manual,215800000,199,,90046542,154,215800000,154,12
47909,5 - Corregir,215800000,,,Video Manual,215800000,199,,90047909,155,215800000,155,12
46541,6 - Resumen,215800000,,video.gif,Video Manual,215800000,199,,90046541,156,215800000,156,12
11960,7 - ¿Y tú?,215800000,,,Video Manual,215800000,199,,90011960,157,215800000,157,12
47674,¿Cierto o falso?,216100000,36,textbook.gif,Practice,216100000,199,,90047674,158,216100000,158,12
38415,Completar,216100000,,,Practice,216100000,199,,90038415,159,216100000,159,12
12701,Universidad Virtual,216100000,,,Practice,216100000,199,,90012701,160,216100000,160,12
12707,Escoger,216100000,,,Practice,216100000,199,,90012707,161,216100000,161,12
38416,Conexión Internet,216100000,37,web.gif,Practice,216100000,199,,90038416,162,216100000,162,12
47676,Vocabulario,216100000,,,Practice,216100000,199,,90047676,163,216100000,163,12
30715,Los estudios,216100000,,,Practice,216100000,199,,90030715,164,216100000,164,12
47684,Emparejar,216100000,37,textbook.gif,Practice,216100000,199,,90047684,165,216100000,165,12
31255,Elegir,216100000,,,Practice,216100000,199,,90031255,166,216100000,166,12
28899,Present tense of <b><i>&ndash;ar</i></b> verbs,216301527,,,Tutorials,216301527,199,,90028899,167,216301527,167,12
40029,¡Manos a la obra!,216301527,39,textbook.gif,Practice,216301527,199,,90040029,168,216301527,168,12
47686,Completar,216301527,38,textbook.gif,Practice,216301527,199,,90047686,169,216301527,169,12
2008,Escoger,216301527,,,Practice,216301527,199,,90002008,170,216301527,170,12
33776,Seleccionar ,216301527,,,Practice,216301527,199,,90033776,171,216301527,171,12
38423,Las clases,216301527,,,Practice,216301527,199,,90038423,172,216301527,172,12
38601,1 - El presente ,216301527,,,Workbook,216301527,199,,90038601,173,216301527,173,12
11718,2 - Completar,216301527,,,Workbook,216301527,199,,90011718,174,216301527,174,12
47727,3 - ¿Qué hacen? (<i>What do they do?</i>),216301527,,,Workbook,216301527,199,,90047727,175,216301527,175,12
47729,4 - Oraciones,216301527,,,Workbook,216301527,199,,90047729,176,216301527,176,12
47780,5 - Me gusta,216301527,,,Workbook,216301527,199,,90047780,177,216301527,177,12
47783,6 - ¿Y tú?,216301527,,,Workbook,216301527,199,,90047783,178,216301527,178,12
47648,1 - Identificar,216301527,,audio.gif,Lab Manual,216301527,199,,90047648,179,216301527,179,12
50336,2 - Cambiar,216301527,,microphone.gif,Lab Manual,216301527,199,,90050336,180,216301527,180,12
50337,3 - Preguntas,216301527,,microphone.gif,Lab Manual,216301527,199,,90050337,181,216301527,181,12
12103,4 - Completar,216301527,,audio.gif,Lab Manual,216301527,199,,90012103,182,216301527,182,12
28900,Forming questions in Spanish,216301528,,,Tutorials,216301528,199,,90028900,183,216301528,183,12
13017,Emparejar,216301528,,,Tutorials,216301528,199,,90013017,184,216301528,184,12
40032,¡Manos a la obra!,216301528,41,textbook.gif,Practice,216301528,199,,90040032,185,216301528,185,12
38425,Una conversación,216301528,40,textbook.gif,Practice,216301528,199,,90038425,186,216301528,186,12
38428,Elegir,216301528,,,Practice,216301528,199,,90038428,187,216301528,187,12
38431,Preguntas,216301528,,,Practice,216301528,199,,90038431,188,216301528,188,12
38432,Completar,216301528,,,Practice,216301528,199,,90038432,189,216301528,189,12
38625,1 - Las preguntas,216301528,,,Workbook,216301528,199,,90038625,190,216301528,190,12
38626,2 - Seleccionar,216301528,,,Workbook,216301528,199,,90038626,191,216301528,191,12
47785,3 - Muchas preguntas,216301528,,,Workbook,216301528,199,,90047785,192,216301528,192,12
38629,4 - ¿Qué palabra?,216301528,,,Workbook,216301528,199,,90038629,193,216301528,193,12
11764,1 - Escoger,216301528,,audio.gif,Lab Manual,216301528,199,,90011764,194,216301528,194,12
44246,2 - Cambiar,216301528,,microphone.gif,Lab Manual,216301528,199,,90044246,195,216301528,195,12
9928,3 - ¿Lógico o ilógico?,216301528,,audio.gif,Lab Manual,216301528,199,,90009928,196,216301528,196,12
32834,4 - Un anuncio,216301528,,audio.gif,Lab Manual,216301528,199,,90032834,197,216301528,197,12
28901,Present tense of <b><i>estar</i></b>,216301529,,,Tutorials,216301529,199,,90028901,198,216301529,198,12
47688,¡Manos a la obra!,216301529,43,textbook.gif,Practice,216301529,199,,90047688,199,216301529,199,12
47694,Completar,216301529,42,textbook.gif,Practice,216301529,199,,90047694,200,216301529,200,12
2010,Escoger,216301529,,,Practice,216301529,199,,90002010,201,216301529,201,12
35588,¿Dónde está...?,216301529,,,Practice,216301529,199,,90035588,202,216301529,202,12
47696,La universidad,216301529,,,Practice,216301529,199,,90047696,203,216301529,203,12
31972,1 - Están en...,216301529,,,Workbook,216301529,199,,90031972,204,216301529,204,12
11731,2 - ¿Dónde están?,216301529,,,Workbook,216301529,199,,90011731,205,216301529,205,12
38630,3 - ¿Ser o estar?,216301529,,,Workbook,216301529,199,,90038630,206,216301529,206,12
38631,4 - El libro,216301529,,,Workbook,216301529,199,,90038631,207,216301529,207,12
38632,5 - Conversación,216301529,,,Workbook,216301529,199,,90038632,208,216301529,208,12
31964,1 - Describir,216301529,,audio.gif,Lab Manual,216301529,199,,90031964,209,216301529,209,12
50338,2 - Cambiar,216301529,,microphone.gif,Lab Manual,216301529,199,,90050338,210,216301529,210,12
48247,3 - Escoger,216301529,,audio.gif,Lab Manual,216301529,199,,90048247,211,216301529,211,12
28902,Numbers 31 and higher,216301530,,,Tutorials,216301530,199,,90028902,212,216301530,212,12
13019,Emparejar,216301530,,,Tutorials,216301530,199,,90013019,213,216301530,213,12
47698,¡Manos a la obra!,216301530,44,textbook.gif,Practice,216301530,199,,90047698,214,216301530,214,12
38438,Baloncesto,216301530,44,textbook.gif,Practice,216301530,199,,90038438,215,216301530,215,12
38633,1 - Números de teléfono,216301530,,,Workbook,216301530,199,,90038633,216,216301530,216,12
47787,2 - ¿Cuántos hay?,216301530,,,Workbook,216301530,199,,90047787,217,216301530,217,12
38637,3 - Por ciento,216301530,,,Workbook,216301530,199,,90038637,218,216301530,218,12
38651,4 - Síntesis,216301530,,,Workbook,216301530,199,,90038651,219,216301530,219,12
50052,1 - Números de teléfono,216301530,,microphone.gif,Lab Manual,216301530,199,,90050052,220,216301530,220,12
44250,2 - Preguntas,216301530,,microphone.gif,Lab Manual,216301530,199,,90044250,221,216301530,221,12
32836,3 - Mensaje telefónico,216301530,,audio.gif,Lab Manual,216301530,199,,90032836,222,216301530,222,12
52860,UAM,216400000,,,Practice,216400000,199,,90052860,223,216400000,223,12
39681,¿Comprendiste?,216400000,51,textbook.gif,Practice,216400000,199,,90039681,224,216400000,224,12
39683,Preguntas,216400000,51,textbook.gif,Practice,216400000,199,,90039683,225,216400000,225,12
52861,Una computadora para cada niño,216400000,,,Practice,216400000,199,,90052861,226,216400000,226,12
52201,Elegir,216400000,,,Practice,216400000,199,,90052201,227,216400000,227,12
50672,Las clases,216700000,52,,Practice,216700000,199,,90050672,228,216700000,228,12
51784,Las clases,216700000,52,,Lab Manual,216700000,199,,90051784,229,216700000,229,12
44382,El mapa de los Estados Unidos y Canadá,216501637,,,Practice,216501637,199,,90044382,230,216501637,230,12
46250,Las notas culturales y las estadísticas,216501637,,,Practice,216501637,199,,90046250,231,216501637,231,12
51164,El mapa y los datos geográficos,216501637,,,Practice,216501637,199,,90051164,232,216501637,232,12
42994,Conexión Internet: <b>Hispanos célebres en Norteamérica</b>,216501637,,web.gif,Practice,216501637,199,,90042994,233,216501637,233,12
42995,Conexión Internet: <b>Lugares con nombres hispanos</b>,216501637,,web.gif,Practice,216501637,199,,90042995,234,216501637,234,12
46499,Estados Unidos: <i>Los hispanos en Nueva York</i>,216501637,,,Practice,216501637,199,,90046499,235,216501637,235,12
47724,Escoger,216501637,,,Practice,216501637,199,,90047724,236,216501637,236,12
46502,Canadá: <i>Los hispanos en Montreal</i>,216501637,,,Practice,216501637,199,,90046502,237,216501637,237,12
36305,Completar,216501637,,,Practice,216501637,199,,90036305,238,216501637,238,12
46540,1 - Un mapa,216501637,,,Workbook,216501637,199,,90046540,239,216501637,239,12
38680,2 - Hispanos en los Estados Unidos y Canadá,216501637,,,Workbook,216501637,199,,90038680,240,216501637,240,12
38681,3 - Palabras,216501637,,,Workbook,216501637,199,,90038681,241,216501637,241,12
49970,4 - Palabras cruzadas,216501637,,,Workbook,216501637,199,,90049970,242,216501637,242,12
11857,1 - Más vocabulario,216501644,,,Video Manual,216501644,199,,90011857,243,216501644,243,12
11858,2 - Deportes,216501644,,,Video Manual,216501644,199,,90011858,244,216501644,244,12
12011,4 - Responder,216501644,,,Video Manual,216501644,199,,90012011,245,216501644,245,12
32825,1 - Más vocabulario,216501645,,,Video Manual,216501645,199,,90032825,246,216501645,246,12
12012,2 - Responder,216501645,,,Video Manual,216501645,199,,90012012,247,216501645,247,12
12015,4 - ¿Cierto o falso?,216501645,,,Video Manual,216501645,199,,90012015,248,216501645,248,12
47913,1 - Más vocabulario,216200000,,,Video Manual,216200000,199,,90047913,249,216200000,249,12
44906,2 - ¡En español!,216200000,,,Video Manual,216200000,199,,90044906,250,216200000,250,12
45535,3 - Conversaciones,216200000,,video.gif,Video Manual,216200000,199,,90045535,251,216200000,251,12
47916,4 - Identificar,216200000,,video.gif,Video Manual,216200000,199,,90047916,252,216200000,252,12
39674,5 - Oraciones,216200000,,,Video Manual,216200000,199,,90039674,253,216200000,253,12
47918,6 - ¡Carlos López de visita (<i>on a visit</i>)!,216200000,,,Video Manual,216200000,199,,90047918,254,216200000,254,12
29855,Flashcards,216800000,,,Tutorials,216800000,200,,90029855,255,216800000,255,12
12724,Tutorial 1,216800000,,,Tutorials,216800000,200,,90012724,256,216800000,256,12
12725,Tutorial 2,216800000,,,Tutorials,216800000,200,,90012725,257,216800000,257,12
12726,Tutorial 3,216800000,,,Tutorials,216800000,200,,90012726,258,216800000,258,12
55241,La familia,216800000,,audio.gif,Tutorials,216800000,200,,90055241,259,216800000,259,12
55237,La familia de José Miguel Pérez Santoro,216800000,,,Tutorials,216800000,200,,90055237,260,216800000,260,12
12999,Crucigrama,216800000,,,Tutorials,216800000,200,,90012999,261,216800000,261,12
35652,La familia,216800000,,,Practice,216800000,200,,90035652,262,216800000,262,12
48242,Escuchar,216800000,60,textbook_audio.gif,Practice,216800000,200,,90048242,263,216800000,263,12
48245,Emparejar,216800000,60,textbook_audio.gif,Practice,216800000,200,,90048245,264,216800000,264,12
38818,Emparejar,216800000,,,Practice,216800000,200,,90038818,265,216800000,265,12
10817,Seleccionar,216800000,,,Practice,216800000,200,,90010817,266,216800000,266,12
39478,<b>Repaso</b>,216800000,,,Practice,216800000,200,,90039478,267,216800000,267,12
34273,Más práctica,216800000,,,Practice,216800000,200,,90034273,268,216800000,268,12
48028,1 - La familia,216800000,,,Workbook,216800000,200,,90048028,269,216800000,269,12
42723,2 - Diferente,216800000,,,Workbook,216800000,200,,90042723,270,216800000,270,12
48035,3 - Definiciones,216800000,,,Workbook,216800000,200,,90048035,271,216800000,271,12
47653,1 - Escoger,216800000,,audio.gif,Lab Manual,216800000,200,,90047653,272,216800000,272,12
50340,2 - La familia González,216800000,,microphone.gif,Lab Manual,216800000,200,,90050340,273,216800000,273,12
48067,3 - Profesiones,216800000,,audio.gif,Lab Manual,216800000,200,,90048067,274,216800000,274,12
13002,"<span lang=""en-US"">Diphthongs and linking</span>",217000000,,,Tutorials,217000000,200,,90013002,275,217000000,275,12
3872,"<span lang=""en-US"">Diphthongs and linking</span>",217000000,,,Practice,217000000,200,,90003872,276,217000000,276,12
26731,"<span lang=""en-US"">Diphthongs and linking</span>",217000000,,,Lab Manual,217000000,200,,90026731,277,217000000,277,12
50342,1 - Práctica,217000000,,microphone.gif,Lab Manual,217000000,200,,90050342,278,217000000,278,12
50359,2 - Oraciones,217000000,,microphone.gif,Lab Manual,217000000,200,,90050359,279,217000000,279,12
50360,3 - Refranes,217000000,,microphone.gif,Lab Manual,217000000,200,,90050360,280,217000000,280,12
11547,"<span lang=""en-US""></span> <i>¿Es grande tu familia?</i>",216900000,,,Practice,216900000,200,,90011547,281,216900000,281,12
38819,¿Cierto o falso?,216900000,64,textbook.gif,Practice,216900000,200,,90038819,282,216900000,282,12
47928,Adivinar,216900000,65,textbook.gif,Practice,216900000,200,,90047928,283,216900000,283,12
9317,Ahora dilo tú,216900000,,video.gif,Practice,216900000,200,,90009317,284,216900000,284,12
32577,1 - Examinar el título,216900000,,,Video Manual,216900000,200,,90032577,285,216900000,285,12
11040,2 - Completar,216900000,,video.gif,Video Manual,216900000,200,,90011040,286,216900000,286,12
48141,3 - La familia de Inés,216900000,,video.gif,Video Manual,216900000,200,,90048141,287,216900000,287,12
39001,4 - Resumen,216900000,,video.gif,Video Manual,216900000,200,,90039001,288,216900000,288,12
39003,5 - Seleccionar,216900000,,,Video Manual,216900000,200,,90039003,289,216900000,289,12
48143,6 - Preguntas,216900000,,,Video Manual,216900000,200,,90048143,290,216900000,290,12
11930,7 - Preguntas personales,216900000,,,Video Manual,216900000,200,,90011930,291,216900000,291,12
38821,¿Cierto o falso?,217200000,66,textbook.gif,Practice,217200000,200,,90038821,292,217200000,292,12
