source_file_path,start_unit,end_unit,component_name,subcomponent_name,clean_title,is_student_resource,is_protected,description
Activity_Pack/pan4e_estructura_l06_04.ppt,5,,Grammar Slides,,Grammar Slides:  Lesson 6 - <i>Estructura</i> 6.4,0,0,sample description
Activity_Pack/pan4e_estructura_l07_01.ppt,6,,Grammar Slides,,Grammar Slides:  Lesson 7 - <i>Estructura</i> 7.1,0,0,sample description
Activity_Pack/pan4e_estructura_l07_02.ppt,6,,Grammar Slides,,Grammar Slides:  Lesson 7 - <i>Estructura</i> 7.2,0,0,sample description
Activity_Pack/pan4e_estructura_l07_03.ppt,6,,Grammar Slides,,Grammar Slides:  Lesson 7 - <i>Estructura</i> 7.3,0,0,sample description
Activity_Pack/pan4e_estructura_l07_04.ppt,6,,Grammar Slides,,Grammar Slides:  Lesson 7 - <i>Estructura</i> 7.4,0,0,sample description
Activity_Pack/pan4e_estructura_l08_01.ppt,7,,Grammar Slides,,Grammar Slides:  Lesson 8 - <i>Estructura</i> 8.1,0,0,sample description
Activity_Pack/pan4e_estructura_l08_02.ppt,7,,Grammar Slides,,Grammar Slides:  Lesson 8 - <i>Estructura</i> 8.2,0,0,sample description
Activity_Pack/pan4e_estructura_l08_03.ppt,7,,Grammar Slides,,Grammar Slides:  Lesson 8 - <i>Estructura</i> 8.3,0,0,sample description
Activity_Pack/pan4e_estructura_l08_04.ppt,7,,Grammar Slides,,Grammar Slides:  Lesson 8 - <i>Estructura</i> 8.4,0,0,sample description
Activity_Pack/pan4e_estructura_l09_01.ppt,8,,Grammar Slides,,Grammar Slides:  Lesson 9 - <i>Estructura</i> 9.1,0,0,sample description
Activity_Pack/pan4e_estructura_l09_02.ppt,8,,Grammar Slides,,Grammar Slides:  Lesson 9 - <i>Estructura</i> 9.2,0,0,sample description
Activity_Pack/pan4e_estructura_l09_03.ppt,8,,Grammar Slides,,Grammar Slides:  Lesson 9 - <i>Estructura</i> 9.3,0,0,sample description
Activity_Pack/pan4e_estructura_l09_04.ppt,8,,Grammar Slides,,Grammar Slides:  Lesson 9 - <i>Estructura</i> 9.4,0,0,sample description
Activity_Pack/pan4e_estructura_l10_01.ppt,9,,Grammar Slides,,Grammar Slides:  Lesson 10 - <i>Estructura</i> 10.1,0,0,sample description
Activity_Pack/pan4e_estructura_l10_02.ppt,9,,Grammar Slides,,Grammar Slides:  Lesson 10 - <i>Estructura</i> 10.2,0,0,sample description
Activity_Pack/pan4e_estructura_l10_03.ppt,9,,Grammar Slides,,Grammar Slides:  Lesson 10 - <i>Estructura</i> 10.3,0,0,sample description
Activity_Pack/pan4e_estructura_l10_04.ppt,9,,Grammar Slides,,Grammar Slides:  Lesson 10 - <i>Estructura</i> 10.4,0,0,sample description
Activity_Pack/pan4e_estructura_l11_01.ppt,10,,Grammar Slides,,Grammar Slides:  Lesson 11 - <i>Estructura</i> 11.1,0,0,sample description
Activity_Pack/pan4e_estructura_l11_02.ppt,10,,Grammar Slides,,Grammar Slides:  Lesson 11 - <i>Estructura</i> 11.2,0,0,sample description
Activity_Pack/pan4e_estructura_l11_03.ppt,10,,Grammar Slides,,Grammar Slides:  Lesson 11 - <i>Estructura</i> 11.3,0,0,sample description
Activity_Pack/pan4e_estructura_l11_04.ppt,10,,Grammar Slides,,Grammar Slides:  Lesson 11 - <i>Estructura</i> 11.4,0,0,sample description
Activity_Pack/pan4e_estructura_l12_01.ppt,11,,Grammar Slides,,Grammar Slides:  Lesson 12 - <i>Estructura</i> 12.1,0,0,sample description
Activity_Pack/pan4e_estructura_l12_02.ppt,11,,Grammar Slides,,Grammar Slides:  Lesson 12 - <i>Estructura</i> 12.2,0,0,sample description
Activity_Pack/pan4e_estructura_l12_03.ppt,11,,Grammar Slides,,Grammar Slides:  Lesson 12 - <i>Estructura</i> 12.3,0,0,sample description
Activity_Pack/pan4e_estructura_l12_04.ppt,11,,Grammar Slides,,Grammar Slides:  Lesson 12 - <i>Estructura</i> 12.4,0,0,sample description
Activity_Pack/pan4e_estructura_l13_01.ppt,12,,Grammar Slides,,Grammar Slides:  Lesson 13 - <i>Estructura</i> 13.1,0,0,sample description
Activity_Pack/pan4e_estructura_l13_02.ppt,12,,Grammar Slides,,Grammar Slides:  Lesson 13 - <i>Estructura</i> 13.2,0,0,sample description
Activity_Pack/pan4e_estructura_l13_03.ppt,12,,Grammar Slides,,Grammar Slides:  Lesson 13 - <i>Estructura</i> 13.3,0,0,sample description
Activity_Pack/pan4e_estructura_l13_04.ppt,12,,Grammar Slides,,Grammar Slides:  Lesson 13 - <i>Estructura</i> 13.4,0,0,sample description
Activity_Pack/pan4e_estructura_l14_01.ppt,13,,Grammar Slides,,Grammar Slides:  Lesson 14 - <i>Estructura</i> 14.1,0,0,sample description
Activity_Pack/pan4e_estructura_l14_02.ppt,13,,Grammar Slides,,Grammar Slides:  Lesson 14 - <i>Estructura</i> 14.2,0,0,sample description
Activity_Pack/pan4e_estructura_l14_03.ppt,13,,Grammar Slides,,Grammar Slides:  Lesson 14 - <i>Estructura</i> 14.3,0,0,sample description
Activity_Pack/pan4e_estructura_l15_01.ppt,14,,Grammar Slides,,Grammar Slides:  Lesson 15 - <i>Estructura</i> 15.1,0,0,sample description
Activity_Pack/pan4e_estructura_l15_02.ppt,14,,Grammar Slides,,Grammar Slides:  Lesson 15 - <i>Estructura</i> 15.2,0,0,sample description
Activity_Pack/pan4e_estructura_l15_03.ppt,14,,Grammar Slides,,Grammar Slides:  Lesson 15 - <i>Estructura</i> 15.3,0,0,sample description
Activity_Pack/pan4e_lm_l01_01_contextos_act1.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Contextos</i> - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l01_02_contextos_act2.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Contextos</i> - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l01_03_contextos_act3.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Contextos</i> - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l01_04_pronunciacion_expl.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Pronunciaciói> - Explanation,1,0,sample description
Activity_Pack/pan4e_lm_l01_05_pronunciacion_act1.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Pronunciaciói> - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l01_06_pronunciacion_act2.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Pronunciaciói> - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l01_07_pronunciacion_act3.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Pronunciaciói> - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l01_08_estructura_1-1_act1.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.1 - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l01_09_estructura_1-1_act2.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.1 - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l01_10_estructura_1-1_act3.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.1 - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l01_11_estructura_1-1_act4.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.1 - Activity 4,1,0,sample description
Activity_Pack/pan4e_lm_l01_12_estructura_1-2_act1.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.2 - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l01_13_estructura_1-2_act2.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.2 - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l01_14_estructura_1-2_act3.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.2 - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l01_15_estructura_1-2_act4.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.2 - Activity 4,1,0,sample description
Activity_Pack/pan4e_lm_l01_16_estructura_1-3_act1.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.3 - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l01_17_estructura_1-3_act2.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.3 - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l01_18_estructura_1-3_act3.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.3 - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l01_19_estructura_1-3_act4.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.3 - Activity 4,1,0,sample description
Activity_Pack/pan4e_lm_l01_20_estructura_1-3_act5.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.3 - Activity 5,1,0,sample description
Activity_Pack/pan4e_lm_l01_21_estructura_1-4_act1.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.4 - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l01_22_estructura_1-4_act2.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.4 - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l01_23_estructura_1-4_act3.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Estructura</i> 1.4 - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l01_24_vocab_saludos.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Saludos</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_25_vocab_despedidas.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Despedidas</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_26_vocab_como-esta.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>¿Cóestá/i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_27_vocab_expresiones-cortesia.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Expresiones de cortesí/i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_28_vocab_titulos.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Tílos</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_29_vocab_presentaciones.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Presentaciones</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_30_vocab_de-donde-es.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>¿De dó es?</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_31_vocab_palabras-adicionales.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Palabras adicionales </i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_32_vocab_paises.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>País</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_33_vocab_verbo-sustantivos.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Verbo y Sustantivos </i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_34_vocab_numeros-0-30.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i>Nús 0-30</i>,1,0,sample description
Activity_Pack/pan4e_lm_l01_35_vocab_a-que-hora.mp3,0,,Lab Audio Program,,Lab Audio Program MP3: Lesson 1 - <i>Vocabulario</i> - <i> ¿A quéora?,1,0,sample description
Activity_Pack/pan4e_lm_l02_01_contextos_act1.mp3,1,,Lab Audio Program,,Lab Audio Program MP3: Lesson 2 - <i>Contextos</i> - Activity 1,1,0,sample description
Activity_Pack/pan4e_lm_l02_02_contextos_act2.mp3,1,,Lab Audio Program,,Lab Audio Program MP3: Lesson 2 - <i>Contextos</i> - Activity 2,1,0,sample description
Activity_Pack/pan4e_lm_l02_03_contextos_act3.mp3,1,,Lab Audio Program,,Lab Audio Program MP3: Lesson 2 - <i>Contextos</i> - Activity 3,1,0,sample description
Activity_Pack/pan4e_lm_l02_04_pronunciacion_expl.mp3,1,,Lab Audio Program,,Lab Audio Program MP3: Lesson 2 - <i>Pronunciaciói> - Explanation,1,0,sample description
